,Unnamed: 0,ticker,ep,roa,sector,price,currency,roa_place,ep_place,total_place
681,1115,VALE,51.91859346964577,105.2710129974628,Basic Materials,17.425,USD,109,4,113
1037,1663,AN,12.869769557046032,339.5046691027203,Consumer Cyclical,111.12,USD,32,91,123
174,285,ASO,14.057037658298576,207.78887415342305,Consumer Cyclical,35.62,USD,55,75,130
1034,1657,NRG,12.76252608682128,220.1038961038961,Utilities,39.09,USD,51,92,143
742,1214,ZIM,38.07026777333297,89.38170019720876,Industrials,72.7525,USD,133,11,144
1086,1737,FESH.ME,15.428611921726525,119.2172094412907,Industrials,29.36,RUB,95,56,151
142,230,LPX,28.83794807595548,89.207258834766,Industrials,68.89,USD,134,18,152
803,1309,RNFT.ME,12.91982847040663,188.92996838664735,Energy,157.0,RUB,62,90,152
234,387,LH,12.2322964391978,205.0182984910012,Healthcare,262.77,USD,57,98,155
228,378,HOLX,11.734308264021228,222.05054925426452,Healthcare,70.23,USD,49,106,155
855,1385,OLN,10.11482575485919,556.6001534919417,Basic Materials,52.59,USD,23,142,165
329,556,APAM,16.021725967744864,103.2447122911275,Financial Services,40.27,USD,113,53,166
895,1432,MATX,14.270925719986783,103.04846274101094,Industrials,88.995,USD,114,71,185
584,947,SWBI,43.21748744269503,64.84489973106706,Industrials,17.3,USD,185,5,190
974,1557,PATK,9.529334226524435,290.6648825727864,Consumer Cyclical,71.18,USD,39,156,195
561,909,MBUU,9.625493175085756,226.2572029014982,Consumer Cyclical,68.03,USD,47,151,198
414,708,HIBB,22.32216641612196,64.43897595302853,Consumer Cyclical,54.55,USD,187,25,212
493,818,CCSI,20.27116858027292,63.66783287002293,Technology,57.595,USD,190,30,220
388,665,TSN,11.030446320950087,115.84778420038536,Consumer Defensive,94.375,USD,99,124,223
14,26,WHR,10.532448359980318,135.84117032392896,Consumer Cyclical,202.42,USD,88,135,223
595,969,GPI,14.430591477090582,70.97379875394726,Consumer Cyclical,177.93,USD,161,69,230
2,4,WGO,15.102299805400964,68.82463289425395,Consumer Cyclical,68.41,USD,167,65,232
12,20,QDEL,29.693981263996,56.24372040669008,Healthcare,95.39,USD,220,17,237
956,1529,THO,11.078151430121592,99.85067501085702,Consumer Cyclical,95.455,USD,118,121,239
204,341,FLGT,39.932139744127845,53.17278954468212,Healthcare,65.53,USD,235,7,242
836,1358,VSCO,7.154233465486367,3847.058823529412,Consumer Cyclical,60.45,USD,6,245,251
160,256,UGI,9.76778060580544,111.54306220095694,Utilities,38.17,USD,103,148,251
484,804,SLVM,9.812770987024283,110.43956043956044,Basic Materials,39.83,USD,104,147,251
280,472,SBH,9.961799938043963,105.75126522868482,Consumer Cyclical,18.795,USD,108,145,253
599,974,TASK,7.265785642527808,1352.706907280647,Technology,31.9,USD,12,241,253
674,1107,ABG,11.162287769477116,86.12608096252663,Consumer Cyclical,182.27,USD,136,120,256
626,1026,PRG,19.868186086270832,54.075905124343215,Industrials,37.3475,USD,230,31,261
351,605,REZI,8.84469151926413,129.2207792207792,Industrials,26.04,USD,91,174,265
786,1282,EPC,7.707054024354319,245.6140350877193,Consumer Defensive,37.09,USD,45,220,265
715,1161,ATKR,13.96685123136171,60.659803179409536,Industrials,107.185,USD,199,77,276
394,671,HEN3.DE,10.407650187243728,82.80986153326579,Consumer Defensive,73.18,EUR,141,137,278
470,777,DKS,17.415773692514673,53.5131171363464,Consumer Cyclical,109.54,USD,234,48,282
77,103,LOW,6.6110226684407625,821.5317011927182,Consumer Cyclical,227.24,USD,16,273,289
1029,1647,MMM,6.738800645341962,358.572710951526,Industrials,155.63,USD,29,263,292
384,660,AMG,8.339609790533311,114.17978208232446,Financial Services,147.99,USD,102,193,295
833,1353,STLA,8.21110596055571,116.3527397260274,Consumer Cyclical,19.605,USD,98,199,297
332,566,PHOR.ME,12.460777966563628,59.37166607933343,Basic Materials,6170.0,RUB,205,96,301
497,823,BLDR,10.819331925585466,67.9066626492998,Industrials,70.275,USD,174,128,302
499,825,NKHP.ME,18.205951020243678,45.09459527447087,Industrials,295.5,RUB,267,40,307
874,1423,PMSBP.ME,25.458952546972093,41.32714908901455,Utilities,135.4,RUB,288,22,310
421,721,WSM,10.109093891812156,68.7419682719401,Consumer Cyclical,149.9,USD,169,143,312
349,601,LEG,6.233496570149553,1173.752711496746,Consumer Cyclical,39.42,USD,13,300,313
140,228,NGVT,8.210615674327993,101.71842025927045,Basic Materials,66.105,USD,116,200,316
1047,1677,BBY,9.244044291715554,72.6054054054054,Consumer Cyclical,99.63,USD,157,165,322
1009,1616,FLWS,12.059874038828276,55.82468824700022,Consumer Cyclical,15.8,USD,223,100,323
704,1129,PAG,7.446063021824998,133.31542181622785,Consumer Cyclical,101.94,USD,89,234,323
737,1205,FBHS,6.481021573754791,283.30294347486324,Consumer Cyclical,91.56,USD,41,284,325
356,612,IAA,6.040900829174243,613.456090651558,Industrials,36.62,USD,21,311,332
410,699,VEC,6.903836025009766,151.81389896007468,Industrials,44.01,USD,74,258,332
27,47,CROX,9.208236748055567,68.94976860909104,Consumer Cyclical,96.93,USD,166,166,332
20,35,STX,5.852730294727512,1542.0168067226891,Technology,109.29,USD,11,325,336
991,1584,MRNA,11.393593932778373,55.99589464390819,Healthcare,151.81,USD,222,114,336
40,67,MUSA,7.2355528750245774,118.234912394549,Consumer Cyclical,178.915,USD,96,243,339
333,567,PII,7.4339750259068,107.27511490479318,Consumer Cyclical,126.045,USD,106,235,341
236,390,DPW.DE,7.207448066345225,114.98115577889448,Industrials,51.11,EUR,101,244,345
233,386,M,8.42584035360432,72.12007504690432,Consumer Cyclical,26.2499,USD,159,189,348
641,1053,ET,9.20303029575648,65.15926972729356,Energy,10.195,USD,181,167,348
145,235,NUE,15.421055557634803,40.4603971229096,Basic Materials,121.8192,USD,294,57,351
371,634,MED,9.322199239468812,61.647952767843606,Consumer Cyclical,189.725,USD,194,160,354
373,642,RRR,8.213845997477842,72.7820767518704,Consumer Cyclical,53.04,USD,156,198,354
230,383,AES,6.383729358387423,188.3461270062805,Utilities,21.725,USD,63,291,354
809,1316,AKRN.ME,9.8523344872704,58.13064983796691,Basic Materials,15810.0,RUB,210,146,356
1083,1731,PMSB.ME,14.307612065777889,41.32714908901455,Utilities,130.5,RUB,289,70,359
492,817,MRVI,8.255245551714301,70.38479689982252,Healthcare,32.235,USD,162,197,359
219,362,JHG,13.44913238941376,42.905606748269385,Financial Services,35.33,USD,279,82,361
312,532,STLD,17.923191084178384,35.862210445259365,Basic Materials,64.29,USD,320,44,364
179,294,ACH,14.07302391944813,41.15273732793353,Basic Materials,16.55,USD,291,74,365
569,920,TTLK.ME,21.514819750728456,33.831472117231144,Communication Services,0.615,RUB,340,27,367
193,319,SMG,6.549445886636347,128.87819962205808,Basic Materials,143.84,USD,92,279,371
1119,1797,MGY,10.687428020362304,50.06721895211104,Energy,20.3,USD,244,131,375
959,1533,RGR,16.180097164313175,35.4254406557678,Industrials,67.405,USD,324,52,376
369,632,STZ,5.879479581657332,206.78538748504255,Consumer Defensive,220.71,USD,56,321,377
327,554,SFM,7.612091173137604,76.45388147080496,Consumer Defensive,29.07,USD,153,225,378
32,53,MRK,6.316169717533435,141.3127413127413,Healthcare,77.5,USD,83,296,379
1013,1623,CE,8.553849398179718,61.1244019138756,Basic Materials,156.09,USD,197,184,381
368,631,VSTO,16.657530888901874,34.39340166659813,Consumer Cyclical,36.56,USD,333,51,384
34,55,MAS,5.669809574651989,275.4521963824289,Industrials,58.12,USD,42,353,395
662,1090,LYB,11.376501193985238,42.438993551650015,Basic Materials,102.675,USD,285,115,400
607,994,PVH,5.422116915985551,718.019801980198,Consumer Cyclical,100.45,USD,18,383,401
485,806,UHS,9.071529303487203,53.06765273759342,Healthcare,134.825,USD,236,170,406
109,162,ENPG.ME,17.097826952161107,32.378655411516434,Basic Materials,989.0,RUB,359,49,408
28,48,TRGP,5.255716600650088,4888.803088803089,Energy,63.315,USD,5,404,409
202,339,TPR,7.900985460486258,61.02964118564742,Consumer Cyclical,40.86,USD,198,212,410
172,278,DVN,9.31796865324603,49.57832002698751,Energy,55.34,USD,249,161,410
610,1003,KZOSP.ME,234.67937625073716,27.813613704642272,Basic Materials,25.0,RUB,413,1,414
779,1266,DOW,8.130545900240591,58.31704138155751,Basic Materials,62.52,USD,209,206,415
103,149,KTB,7.240841454761708,65.715853487096,Consumer Cyclical,48.67,USD,179,242,421
925,1484,FNKO,7.755245155775718,59.82008202143141,Consumer Cyclical,17.99,USD,204,219,423
900,1438,SCCO,9.313117823678477,46.51993996036057,Basic Materials,68.3773,USD,263,162,425
370,633,RUSP.ME,19.070431477829786,29.144971161533427,Industrials,0.747,RUB,391,34,425
875,1425,DDS,15.216170192616078,31.74103495233772,Consumer Cyclical,256.235,USD,365,61,426
18,33,PFE,5.726768459520975,136.60976677296318,Healthcare,49.93,USD,87,345,432
440,752,OC,9.301921743252892,44.85704896483733,Industrials,98.1459,USD,271,163,434
609,1002,TROW,11.250247694181434,35.71718853767086,Financial Services,145.49,USD,321,118,439
19,34,WIRE,23.532093339004824,27.65070508432134,Industrials,120.25,USD,415,24,439
759,1240,ALLE,4.855924032937179,13933.333333333334,Industrials,114.9,USD,2,451,453
720,1170,LMT,5.171393348723444,318.45313156788563,Industrials,388.03,USD,34,419,453
979,1563,USNA,11.28946179268968,34.04288272763201,Consumer Defensive,90.57,USD,338,116,454
668,1098,DG,5.102233918187974,301.8877766257583,Consumer Defensive,195.98,USD,36,426,462
1035,1659,CW,5.8985211263365,80.40223968111522,Industrials,139.62,USD,144,318,462
274,459,FL,13.513751187796167,30.07518796992481,Consumer Cyclical,44.455,USD,383,81,464
180,296,SELG.ME,13.358581823449445,29.84904763431384,Basic Materials,52.0,RUB,385,84,469
822,1334,CRSR,5.864470323050521,78.65863011720971,Technology,23.7454,USD,148,323,471
922,1478,TGT,6.359744770983886,65.8274485723058,Consumer Defensive,208.7,USD,178,294,472
358,616,MTOR,6.693676237449357,58.719646799117,Consumer Cyclical,25.0,USD,207,265,472
723,1177,BECN,6.566470161779425,61.25275009706225,Industrials,57.84,USD,196,277,473
409,698,KMI,5.83864266039485,79.71965933286018,Energy,17.23,USD,145,328,473
431,737,AMEZ.ME,28.63766615284991,24.832170281224155,Basic Materials,23.38,RUB,455,19,474
1072,1716,EYE,5.624974477684961,101.59692932538886,Consumer Cyclical,37.11,USD,117,358,475
490,813,BLD,5.296933661670749,148.3543867597931,Industrials,229.21,USD,79,398,477
524,871,R,5.4534369727961405,115.55679175116842,Industrials,80.7,USD,100,379,479
45,75,KZOS.ME,14.666366821533586,27.813613704642272,Basic Materials,88.6,RUB,412,68,480
166,271,GD,4.793849041178956,641.5094339622642,Industrials,213.7771,USD,20,461,481
525,872,LKQ,6.658027460700226,57.734139468844994,Consumer Cyclical,55.115,USD,212,270,482
26,46,CHRW,6.224584014778316,64.71562073114467,Industrials,89.55,USD,186,301,487
38,65,LAD,9.330789963399,34.75059324314407,Consumer Cyclical,321.5,USD,330,159,489
231,384,FMC,4.820143248074919,330.26438569206846,Basic Materials,118.47,USD,33,457,490
859,1391,FOX,16.875937841110144,25.47061083365348,Communication Services,38.905,USD,441,50,491
265,448,KAZTP.ME,39.0286249462034,23.577335375191424,Basic Materials,387.8,RUB,484,8,492
510,843,LCII,6.658956538640402,55.7610920081859,Consumer Cyclical,128.56,USD,224,269,493
705,1134,QRVO,7.788024805045087,42.54724348376028,Technology,134.15,USD,282,215,497
262,443,MRKP.ME,19.736114478594573,24.419867292410807,Utilities,0.2255,RUB,465,32,497
771,1256,TATNP.ME,38.57790519551696,23.41389250318743,Energy,456.6,RUB,490,10,500
1118,1796,FCX,9.06678372468506,34.25835992784793,Basic Materials,44.25,USD,335,171,506
292,493,AVNT,5.3511581506012575,99.83075435203097,Basic Materials,55.04,USD,119,393,512
259,440,TSM,60.32958239243318,22.586421140710517,Technology,122.47,USD,509,3,512
299,510,FUL,4.553328595081354,761.2737113131207,Basic Materials,71.19,USD,17,496,513
1126,1806,CF,5.581509445615975,76.65594855305467,Basic Materials,74.42,USD,152,363,515
765,1247,JNJ,4.526065043140661,1065.986696230599,Healthcare,167.04,USD,14,502,516
206,343,GMS,7.351988317058035,42.57375956247104,Industrials,53.08,USD,281,237,518
244,407,FE,4.521664454460515,889.6321070234114,Utilities,40.39,USD,15,503,518
993,1588,LSNGP.ME,33.60918788173067,22.777903755609465,Utilities,162.8,RUB,503,15,518
995,1590,MAT,4.959414715938697,146.93859537705404,Consumer Cyclical,25.58,USD,81,438,519
381,657,CSGS,5.074708359263502,133.29950438955177,Technology,59.43,USD,90,430,520
495,820,SPGI,4.559266558206966,398.1801637852593,Financial Services,385.35,USD,27,493,520
521,867,VRTS,6.947467180945864,44.9523324033712,Financial Services,261.18,USD,270,255,525
1026,1644,FNF,5.87201537614203,59.91980474198048,Financial Services,48.69,USD,203,322,525
154,247,FOXA,13.446608671991712,25.47061083365348,Communication Services,42.78,USD,442,83,525
99,142,CHE,4.386209863325155,6871.411363180085,Healthcare,473.76,USD,4,522,526
537,888,AEO,11.469463987129382,27.74041193324924,Consumer Cyclical,22.47,USD,414,113,527
1096,1757,BC,8.82189685050377,32.595185651353056,Consumer Cyclical,97.92,USD,354,176,530
729,1188,CRI,10.165924882315917,29.045316067963046,Consumer Cyclical,91.59,USD,392,141,533
612,1005,LSNG.ME,20.65111296237144,22.777903755609465,Utilities,7.92,RUB,504,29,533
1077,1723,BWXT,5.676041550700979,64.91478170896444,Industrials,44.76,USD,182,352,534
752,1227,EBS,11.287767886518289,27.19520127195201,Healthcare,44.475,USD,418,117,535
718,1168,HON,4.571745705548808,245.8604954367666,Industrials,188.85,USD,44,492,536
478,795,LOGI,8.022236043195909,35.12415294848014,Technology,80.91,USD,329,210,539
212,351,CLF,8.77044383488624,31.56859779155952,Basic Materials,20.12,USD,366,178,544
295,502,BWA,8.607745009607088,31.908155186064924,Consumer Cyclical,44.89,USD,363,182,545
451,772,GPK,4.684394209036455,168.67256637168143,Consumer Cyclical,19.015,USD,72,474,546
1005,1611,SWKS,6.493877230863244,45.80979414115248,Technology,140.2,USD,265,282,547
453,774,NFG,5.716708175838528,60.090192925141,Energy,61.07,USD,201,347,548
1,1,RH,8.053445786521555,33.768600497550054,Consumer Cyclical,426.45,USD,342,208,550
442,754,WWE,7.272888229926563,37.91606367583213,Communication Services,57.75,USD,310,240,550
936,1498,VIPS,35.69578223570223,21.09694414719008,Consumer Cyclical,10.26,USD,537,13,550
208,345,WY,9.613799882722764,28.46992329430763,Real Estate,41.7591,USD,399,152,551
1019,1632,EMR,4.535019328144342,214.70388019060587,Industrials,95.87,USD,53,499,552
1111,1782,CSCO,5.109916180106517,94.13383448553594,Technology,54.25,USD,127,425,552
1057,1691,TT,4.401143167920434,308.8750969743988,Industrials,152.63,USD,35,519,554
200,336,NUS,8.75748311302955,30.77012315376208,Consumer Defensive,54.135,USD,376,179,555
587,955,QIWI,6745.118078742962,19.89866209472492,Technology,7.7,USD,557,0,557
252,425,CR,5.855633877757303,53.609610933539074,Industrials,103.755,USD,233,324,557
567,916,SIG,11.514860497328709,25.20970737017353,Consumer Cyclical,78.935,USD,447,111,558
604,983,RS,11.848627055660122,24.942700706691284,Basic Materials,167.265,USD,454,105,559
1095,1756,MANT,6.81373676427584,39.6305884418635,Technology,81.05,USD,300,259,559
86,117,KNX,6.079637305430983,48.97328863605751,Industrials,54.34,USD,255,309,564
1050,1684,ITW,4.48455836571857,199.3258426966292,Industrials,220.08,USD,59,506,565
867,1405,TATN.ME,13.879287786442616,23.41389250318743,Energy,502.9,RUB,489,78,567
716,1165,WCC,5.649286712280042,57.64404552619734,Industrials,129.32,USD,213,354,567
184,304,ZWS,5.743295004003971,54.50391644908616,Utilities,35.02,USD,229,341,570
840,1362,REGN,10.3289615419117,26.327849889818665,Healthcare,630.46,USD,432,138,570
316,538,MSM,7.661426118196736,33.04682743216055,Industrials,79.34,USD,349,223,572
177,290,ETRN,6.9394711770701845,36.888224934585,Energy,7.685,USD,316,256,572
1054,1688,MRKS.ME,4.870376975386081,94.61382803059978,Utilities,0.304,RUB,125,450,575
197,330,KLSB.ME,8.154728843447279,31.11339689607736,Utilities,10.39,RUB,371,205,576
482,801,OSIS,5.7821058259269575,50.29604960679974,Technology,80.43,USD,242,335,577
1001,1604,NKNCP.ME,31.759652160102824,19.667395123224097,Basic Materials,104.94,RUB,561,16,577
563,911,BOOT,5.960409389366101,46.47578470893152,Consumer Cyclical,83.55,USD,264,315,579
183,302,PGTI,5.237461966986618,68.59173700577522,Industrials,19.08,USD,171,409,580
48,78,JBSS,9.58041654837674,26.561218475471133,Consumer Defensive,80.09,USD,429,154,583
325,552,1COV.DE,12.212757460623306,23.464583779156857,Basic Materials,54.74,EUR,488,99,587
1101,1765,NTAP,4.674214087785831,103.64963503649636,Technology,91.55,USD,112,476,588
1115,1790,KAZT.ME,11.90646326999924,23.577335375191424,Basic Materials,389.0,RUB,485,104,589
1122,1801,BAS.DE,9.70592438058444,25.56792650656548,Basic Materials,68.52,EUR,440,150,590
126,199,CON.DE,8.201203963261884,29.480541328647803,Consumer Cyclical,87.68,EUR,388,202,590
486,807,JBL,4.788071962890938,93.92656383890316,Technology,60.63,USD,128,463,591
187,307,FB,8.833482706067024,27.36578853788351,Communication Services,215.3981,USD,416,175,591
37,60,COIN,8.528291724252748,28.115111597391834,Technology,206.015,USD,407,185,592
496,821,HUBB,4.36202925008452,183.1372549019608,Industrials,184.55,USD,66,527,593
1108,1776,MRKC.ME,12.924792476127903,22.675272890691804,Utilities,0.372,RUB,505,88,593
1018,1631,FLO,4.893185674112368,76.99937106918239,Consumer Defensive,27.92,USD,150,445,595
5,8,UI,4.435443221904586,140.8809782072774,Technology,247.16,USD,84,513,597
446,766,QCOM,4.5946788277725314,104.4717182497332,Technology,168.64,USD,111,489,600
287,486,UFPI,10.939550639604684,23.60417425034007,Basic Materials,78.5,USD,481,125,606
181,299,ADUS,5.7453001925238585,45.07498314675036,Healthcare,75.678,USD,268,340,608
854,1384,HWM,4.229824427667459,178.8118811881188,Industrials,35.8,USD,68,540,608
909,1456,PLCE,5.010517928297309,67.85114569920407,Consumer Cyclical,69.58,USD,175,434,609
255,431,PPC,5.32435970246161,57.583824609162,Consumer Defensive,28.27,USD,214,395,609
937,1499,CORR,4.667421675558905,84.19815313893942,Real Estate,3.6765,USD,139,478,617
783,1273,JELD,5.9769768409627,38.72099125563136,Industrials,24.015,USD,306,312,618
139,227,HEI.DE,8.202288284028672,27.266094569711285,Basic Materials,67.56,EUR,417,201,618
425,727,KO,3.706481442544195,579.8422868408082,Consumer Defensive,60.713,USD,22,597,619
475,790,EMN,5.270054192734448,56.23200329082682,Basic Materials,123.505,USD,221,402,623
750,1225,LOPE,8.160710113455341,27.10532339700384,Consumer Defensive,79.27,USD,419,204,623
694,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,586,38,624
562,910,FDX,6.9708099638644185,31.17405681048564,Industrials,225.6106,USD,370,254,624
686,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,586,38,624
698,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,587,38,625
695,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,586,39,625
690,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,587,38,625
687,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,586,39,625
691,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,587,39,626
905,1448,G,5.030683523060964,62.37344166501764,Technology,45.08,USD,193,433,626
699,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,587,39,626
696,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,586,41,627
124,193,ROST,6.472494502879592,33.78381595085516,Consumer Cyclical,95.38,USD,341,286,627
688,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,586,41,627
697,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,586,42,628
692,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,587,41,628
700,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,587,41,628
689,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,586,42,628
978,1561,SAGE,35.770755025940424,17.4508645698171,Healthcare,35.91,USD,617,12,629
701,1237,AAN,18.198663689208423,18.695279217128128,Consumer Cyclical,21.46,USD,587,42,629
693,1123,AAN,18.30921641098541,18.695279217128128,Consumer Cyclical,21.2,USD,587,42,629
283,480,NWS,7.554134521325784,28.338391502276178,Communication Services,23.65,USD,402,228,630
489,812,HSIC,5.422938255982592,49.646902235505166,Healthcare,82.685,USD,248,382,630
8,14,OKE,5.392487710542426,49.83852888986435,Energy,62.43,USD,245,386,631
725,1182,CHEP.ME,3.555161893757163,1715.7549234135668,Industrials,314.0,RUB,10,623,633
726,1183,LEVI,11.594407483560714,21.816269815817577,Consumer Cyclical,22.65,USD,523,110,633
984,1574,CINF,8.485339812859063,25.223161387155383,Financial Services,128.14,USD,446,187,633
862,1399,LSTR,6.673590448608513,31.185661519354053,Industrials,153.99,USD,369,266,635
402,689,AA,7.125864303999059,29.403897592663352,Basic Materials,76.5,USD,389,246,635
125,195,AYI,6.111387985630511,34.518417874396135,Industrials,184.47,USD,331,305,636
741,1212,CNXC,4.474506418416581,94.53507393581152,Technology,206.55,USD,126,510,636
225,372,JLL,4.8066228971317,67.36862567226073,Real Estate,251.22,USD,176,460,636
1007,1613,AGCO,6.203677964316912,34.247227204509684,Industrials,131.93,USD,336,302,638
638,1047,NKNC.ME,13.992006796567123,19.667395123224097,Basic Materials,119.0,RUB,562,76,638
1011,1618,ANF,9.595607320738582,23.54281608769321,Consumer Cyclical,40.92,USD,486,153,639
36,59,BRC,6.370135749905699,33.62373767469947,Industrials,49.04,USD,346,293,639
345,594,INGR,8.278901607807503,25.26490066225165,Consumer Defensive,87.7,USD,444,195,639
661,1089,EXP,5.963988175150398,35.33974420905695,Basic Materials,143.76,USD,325,314,639
226,374,AJRD,5.578791089811772,42.80155642023346,Industrials,37.27,USD,280,364,644
50,81,WMT,5.193560009304188,54.50662285655612,Consumer Defensive,134.495,USD,228,416,644
1041,1669,MKSI,7.282033271175971,28.275387541992146,Technology,154.88,USD,405,239,644
770,1254,AIT,6.328750459239984,32.88519929469085,Industrials,99.23,USD,350,295,645
502,833,SONY,4.903869801158625,60.01508465113214,Technology,106.02,USD,202,444,646
586,950,NVST,3.874150603601157,160.1337233597994,Healthcare,49.05,USD,73,574,647
341,583,NMIH,10.191435173771806,22.59283957491225,Financial Services,26.745,USD,508,140,648
603,982,TKR,7.105100263985865,28.36068119467881,Industrials,68.6,USD,401,248,649
512,845,KLIC,11.716731411173386,20.789916501267207,Technology,53.97,USD,543,107,650
670,1101,DRI,3.657261512841096,222.73567467652492,Consumer Cyclical,148.28,USD,48,603,651
965,1542,ITGR,3.623550288847076,262.29302749506303,Healthcare,85.4575,USD,43,610,653
835,1357,KMAZ.ME,5.4780225850707565,43.0652199551834,Industrials,107.2,RUB,278,376,654
1089,1744,GPC,4.1736089280028565,105.02576439395352,Consumer Cyclical,129.96,USD,110,545,655
847,1374,DD,4.286665321174367,99.2627085758634,Basic Materials,82.16,USD,120,535,655
237,391,CNC,3.717161426891411,196.58119658119656,Healthcare,83.94,USD,60,596,656
218,360,LPRO,5.232511828467612,49.67729317426169,Financial Services,20.18,USD,247,410,657
399,682,SNA,8.39979489618516,24.37842165624392,Industrials,217.35,USD,466,191,657
843,1367,WLK,10.750367235074249,21.43433528343756,Basic Materials,110.3,USD,530,129,659
1123,1802,ASGN,4.904127926353348,56.98870342269432,Technology,110.93,USD,216,443,659
794,1292,TNL,4.40922210265804,80.49853372434018,Consumer Cyclical,61.92,USD,143,518,661
138,226,INTC,8.367171013595378,24.1560373684556,Technology,48.125,USD,469,192,661
377,648,EME,6.079828547526215,32.602204325689584,Industrials,116.82,USD,353,308,661
190,310,CARR,4.256323977516904,97.34879867439932,Industrials,45.37,USD,123,538,661
564,912,WAT,3.848320555538794,138.69239443678737,Healthcare,315.82,USD,85,578,663
1052,1686,EXPD,7.827751782310963,25.09984808232759,Industrials,107.38,USD,449,214,663
188,308,WDC,6.377097176098467,30.9641329384666,Technology,57.03,USD,374,292,666
902,1443,UNP,4.420187810377447,78.20020053475936,Industrials,254.06,USD,149,517,666
829,1345,LRCX,5.477169526411979,40.97963359464467,Technology,594.0,USD,293,377,670
118,184,AMAT,5.526117134028813,39.38785477831443,Technology,138.16,USD,302,368,670
480,798,LGIH,15.163755513727342,17.726473902168706,Consumer Cyclical,124.93,USD,608,63,671
533,883,IART,3.8533278010940406,120.26344264669548,Healthcare,66.75,USD,94,577,671
4,7,UNVR,5.031670302217048,51.171746066674,Basic Materials,29.49,USD,241,432,673
879,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,7,668,675
887,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,7,668,675
891,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,8,668,676
880,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,7,669,676
883,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,8,668,676
888,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,7,669,676
1025,1643,ZUMZ,11.066773740653662,20.028215203898736,Consumer Cyclical,45.89,USD,554,123,677
892,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,8,669,677
884,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,8,669,677
889,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,7,674,681
881,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,7,674,681
890,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,7,675,682
893,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,8,674,682
882,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,7,675,682
885,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,8,674,682
107,159,FCN,5.5170143775215,37.13244785499995,Industrials,143.73,USD,313,370,683
886,1431,CCMP,3.3219979724851725,3739.3081761006288,Technology,188.54,USD,8,675,683
894,1679,CCMP,3.327574252379084,3739.3081761006288,Technology,188.16,USD,8,675,683
1028,1646,IBP,4.668521948122641,58.516815266697954,Industrials,109.86,USD,208,477,685
772,1257,KR,3.719884847531997,127.5229357798165,Consumer Defensive,44.81,USD,93,594,687
994,1589,ABCL,11.605187415921586,18.923744779923634,Healthcare,9.8,USD,579,109,688
487,809,TXN,5.220000518849791,43.86132315521628,Technology,165.72,USD,277,412,689
360,618,APH,4.141568398028806,81.19355079495409,Technology,75.96,USD,142,548,690
141,229,NVR,8.901006316625972,22.155173632975416,Consumer Cyclical,5078.0,USD,517,173,690
660,1088,EL,4.093450928162651,88.98666666666666,Consumer Defensive,305.96,USD,135,555,690
1078,1724,TMO,4.492187266661969,63.92994953992282,Healthcare,550.35,USD,188,505,693
913,1463,HLNE,4.918318715034581,49.19398033761252,Financial Services,80.82,USD,252,441,693
870,1412,QGEN,4.503867191677377,62.51666826627568,Healthcare,49.19,USD,192,504,696
15,27,WMS,3.313319852064984,688.5937372584197,Industrials,121.28,USD,19,678,697
1053,1687,ABT,3.738376215727885,110.14698909435752,Healthcare,123.68,USD,105,592,697
243,404,WOR,9.16124961094296,21.494310147046725,Industrials,57.12,USD,529,168,697
